Puni naziv;Skraćeni naziv;Adresa;Pošta i mesto;Region;Matični broj;Poreski br.;Pravni oblik:;Datum osnivanja:;Delatnost:
SINDIKALNA ORGANIZACIJA SAMOSTALNOG SINDIKATA METALACA SRBIJE KOLEKTOR ETRA DOO BEOGRAD;SINDIKALNA ORGANIZACIJA SAMOSTALNOG SINDIKATA METALACA SRBIJE KOLEKTOR ETRA DOO BEOGRAD;Not Found;;Not Found;18376571;102247752;Udruženje, savez;1.1.0001.;Delatnost ostalih organizacija na bazi učlanjenja
Delta Tehnik Marold d.o.o. Beočin;Delta Tehnik Marold d.o.o.;Omladinska 56 A;21300 Beočin;Južno-Bački;20928930;108086497;Društvo sa ograničenom odgovornošću;24.5.2013.;Mašinska obrada metala
SMR MIKRON ĆIROVIĆ SLAVICA PREDUZETNIK, BEOGRAD (ČUKARICA);MIKRON;AVALSKA 34;11030 BEOGRAD-ČUKARICA;Grad Beograd;53857426;101028231;Preduzetnik;1.11.1988.;Mašinska obrada metala
PREDUZEĆE ZA TRGOVINU I SERVISIRANJE SOFTVERA MICROSOFT SOFTWARE DOO, BEOGRAD (NOVI BEOGRAD);MICROSOFT SOFTWARE DOO BEOGRAD;ŠPANSKIH BORACA 3 III;11070 NOVI BEOGRAD;Grad Beograd;17402200;100058325;Društvo sa ograničenom odgovornošću;22.3.2002.;Ostale usluge informacione tehnologije
METALKOV 1985 DOO BEOGRAD-ZEMUN;METALKOV 1985 DOO BEOGRAD-ZEMUN;UGRINOVAČKI PUT 25 DEO 11;11080 ZEMUN;Grad Beograd;21263184;109897303;Društvo sa ograničenom odgovornošću;9.2.2017.;Mašinska obrada metala
PRIVREDNO DRUŠTVO METALNE INDUSTRIJE I INDUSTROMONTAŽE SATO DOO PROGORELICA;DOO SATO KRALJEVO PROGORELICA;IBARSKA 63;36340 Konarevo;Raški;07385544;101252407;Društvo sa ograničenom odgovornošću;16.2.1990.;Mašinska obrada metala
Privredno društvo SATO LAB DOO Beograd - Savski Venac;SATO LAB DOO Beograd;KATIĆEVA 4/17;11000 BEOGRAD;Grad Beograd;21040061;108642385;Društvo sa ograničenom odgovornošću;22.8.2014.;Proizvodnja ostalih osnovnih organskih hemikalija
MIODRAG NIKOLIĆ PR UGOSTITELJSKA RADNJA I PRENOĆIŠTE ŠATO PANČEVO;MIODRAG NIKOLIĆ PR UGOSTITELJSKA RADNJA I PRENOĆIŠTE ŠATO PANČEVO;Spoljnostarčevačka 8;26000 Pančevo;Južno-Banatski;64939416;110654546;Preduzetnik;26.3.2018.;Ketering
ALATPLAST DOO ZA PROIZVODNJU ALATA SUBOTICA;ALATPLAST DOO SUBOTICA;ALBE FRANCIŠKOVIĆA 26;24000 Subotica;Severno-Bački;20074914;104042170;Društvo sa ograničenom odgovornošću;31.8.2005.;Mašinska obrada metala
ALAT-PLAST SZR RIBAR ŠANDOR PR NOVI SAD;ALAT-PLAST SZR RIBAR ŠANDOR PR NOVI SAD;CVEĆARSKA 7;21000 Novi Sad;Južno-Bački;50459209;101640024;Preduzetnik;1.1.1991.;Proizvodnja alata
SZR ALATPLAST ĐERĐ FAZEKAŠ PR BEČEJ;ALATPLAST;HAJDUK VELJKOVA 109/A;21220 Bečej;Južno-Bački;54973519;100742065;Preduzetnik;15.1.2001.;Mašinska obrada metala
ALATPLAST S.Z.R. LOJZIJE DULIĆ;ALATPLAST S.Z.R. LOJZIJE DULIĆ;ALBE FRANCIŠKOVIĆA 26;24000 Subotica;Severno-Bački;53469680;100443867;Preduzetnik;1.1.0001.;Not Found
Učenička zadruga KnićKo Srednja škola Dobrica Erić Knić;Učenička zadruga KnićKo Srednja škola Dobrica Erić Knić;Knić BB;34240 KNIĆ;Šumadijski;21522945;111690271;Zadruga;11.10.2019.;Proizvodnja nameštaja za poslovne i prodajne prostore
SREDNJA ŠKOLA KNIĆ;SREDNJA ŠKOLA KNIĆ;Not Found;34240 KNIĆ;Šumadijski;07124686;100819880;Not Found;1.1.2003.;Srednje stručno obrazovanje
ZDENKA PETKOVIĆ PR PROIZVODNJA I OBRADA PROIZVODA OD METALA DRVETA I PLASTIKE TRGOVINA I USLUGE TROPIKO ŠID;ZDENKA PETKOVIĆ PR TROPIKO;SVETOG SAVE 27;22240 Šid;Sremski;51444078;102096529;Preduzetnik;1.2.1995.;Trgovina na malo u nespecijalizovanim prodavnicama, pretežno hranom, pićima i duvanom
Gordana Stamenković PR prodaja voća i povrća TROPIKO 13 Prokuplje;Gordana Stamenković PR prodaja voća i povrća TROPIKO 13 Prokuplje;21.SRPSKE DIVIZIJE 21;18400 PROKUPLJE;Toplički;65851466;112070523;Preduzetnik;28.7.2020.;Trgovina na malo voćem i povrćem u specijalizovanim prodavnicama
SLAVKO KRSTIĆ PR, TRGOVINSKA RADNJA TROPIKO, ZDRAVINJE;SLAVKO KRSTIĆ PR, TRGOVINSKA RADNJA TROPIKO, ZDRAVINJE;ZDRAVINJE;37203 ZDRAVINJE;Rasinski;61417150;106391681;Preduzetnik;7.12.2009.;Trgovina na malo u nespecijalizovanim prodavnicama, pretežno hranom, pićima i duvanom
ZEĆIJA ISMAILI PR POSLASTIČARSKA I PEKARSKA RADNJA BUTIK SLADOLEDA TROPIKO KRAGUJEVAC;BUTIK SLADOLEDA TROPIKO;KRALJA ALEKSANDRA PRVOG KARAĐORĐEVIĆA 41;34000 KRAGUJEVAC;Šumadijski;63506613;108516079;Preduzetnik;7.5.2014.;Proizvodnja hleba, svežeg peciva i kolača
IVAN DONKOV PR MENJAČNICA TROPIKO DIMITROVGRAD;IVAN DONKOV PR MENJAČNICA TROPIKO DIMITROVGRAD;BALKANSKA 9;18320 DIMITROVGRAD;Pirotski;66350762;112780997;Preduzetnik;24.11.2021.;Brokerski poslovi s hartijama od vrednosti i berzanskom robom
DEJAN MILIVOJEVIĆ PR AUTOPREVOZ TROPIKO DCD BEOGRAD-PALILULA;DEJAN MILIVOJEVIĆ PR AUTOPREVOZ TROPIKO DCD BEOGRAD-PALILULA;Not Found;11060 BEOGRAD-PALILULA;Grad Beograd;63075043;107904297;Preduzetnik;28.1.2013.;Drumski prevoz tereta
STR TROPIKO DRAGI SIMIĆ PREDUZETNIK LAPOVO (VAROŠICA);STR TROPIKO DRAGI SIMIĆ PREDUZETNIK LAPOVO (VAROŠICA);Not Found;34220 LAPOVO;Šumadijski;56896333;103988102;Preduzetnik;1.7.2005.;Trgovina na malo ostalom robom na tezgama i pijacama
ĐORĐE LIKIĆ PR, SAMOSTALNA ZANATSKA METALOSTRUGARSKA RADNJA TROPIKO METAL, NOVI SLANKAMEN;TROPIKO METAL;DOSITEJA OBRADOVIĆA 40;22323 Novi Slankamen;Sremski;62301821;106826970;Preduzetnik;5.11.2010.;Proizvodnja ostalih metalnih proizvoda
TROPIKO S.U.R. CVETKOVIĆ VESNA;TROPIKO S.U.R. CVETKOVIĆ VESNA;DR.RAJSA;11420 SMEDEREVSKA PALANKA;Podunavski;55559279;102143596;Preduzetnik;29.1.2003.;Delatnosti restorana i pokretnih ugostiteljskih objekta
TROPIKO S.U.R. MARKO PANTOVIĆ;TROPIKO S.U.R. MARKO PANTOVIĆ;SAVE KOVAČEVIĆ 3;34000 KRAGUJEVAC;Šumadijski;56299033;103282413;Preduzetnik;1.1.0001.;Not Found
3LATERAL DOO Novi Sad;3Lateral doo;NOVOSADSKOG SAJMA 2;21000 Novi Sad;Južno-Bački;20814756;107496254;Društvo sa ograničenom odgovornošću;28.3.2012.;Proizvodnja kinematografskih dela, audio-vizuelnih proizvoda i televizijskog programa
SR ZA IZRADU PREDMETA OD PLASTIKE I METALA INTERCROWN-PLASTIC JANKOVIĆ JOVAN PREDUZETNIK NOVA PAZOVA;SR ZA IZRADU PREDMETA OD PLASTIKE I METALA INTERCROWN-PLASTIC JANKOVIĆ JOVAN PREDUZETNIK NOVA PAZOVA;Prva industrijska 1;22330 Nova Pazova;Sremski;53461557;101239820;Preduzetnik;28.11.1989.;Proizvodnja ostalih proizvoda od plastike
SR AUTO BIBAC GORAN JANKOVIĆ PREDUZETNIK, KUČEVO;AUTO BIBAC;SVETOG SAVE BB;12240 KUČEVO;Braničevski;56311548;103635077;Preduzetnik;13.12.2004.;Održavanje i popravka motornih vozila
A.T.P.S S.R. TEHNIČKI SERVIS OPREME ZA AUTOSERVISE, RADOSLAV JANKOVIĆ;A.T.P.S S.R. TEHNIČKI SERVIS OPREME ZA AUTOSERVISE, RADOSLAV JANKOVIĆ;VOJVODE MLADENA 12;11300 SMEDEREVO;Podunavski;56691154;103546285;Preduzetnik;18.10.2004.;Not Found
HLEB S.R. BOJAN JANKOVIĆ;HLEB S.R. BOJAN JANKOVIĆ;V. DUGOŠEVIĆA/BB;12000 POŽAREVAC;Braničevski;52393868;100437129;Not Found;27.12.2002.;Proizvodnja hleba, svežeg peciva i kolača
SR KOMPJUTERSKIH USLUGA VELIBOR SOFT JANKOVIĆ VELJKO PREDUZETNIK, ŽITIŠTE;VELIBOR SOFT;SLAVKA RODIĆA 17A;23210 ŽITIŠTE;Srednje-Banatski;54704267;101376975;Preduzetnik;1.7.2000.;Računarsko programiranje
SAMOSTALNA METALOPRERAĐIVAČKA RADNJA ADAMET IGOR PERGEL PREDUZETNIK ADA;SAMOSTALNA METALOPRERAĐIVAČKA RADNJA ADAMET IGOR PERGEL PREDUZETNIK ADA;JNA 54;24430 Ada;Severno-Banatski;50075818;100982622;Preduzetnik;1.10.1991.;Mašinska obrada metala
Privredno društvo za opravku motornih vozila TEHNOTIM ŠAJKOVIĆ DOO Lozovik;Privredno društvo za opravku motornih vozila TEHNOTIM ŠAJKOVIĆ DOO Lozovik;Miloša Miloševića bb;11317 Lozovik;Podunavski;20882794;107849916;Društvo sa ograničenom odgovornošću;11.12.2012.;Održavanje i popravka motornih vozila
PREDUZEĆE ZA PROIZVODNJU METALNE GALANTERIJE PEKOM INŽENJERING DOO KRALJEVO;PEKOM INŽENJERING DOO KRALJEVO;Jošanička 77;36000 KRALJEVO;Raški;20343613;105226068;Društvo sa ograničenom odgovornošću;17.10.2007.;"Kovanje, presovanje, štancovanje i valjanje metala; metalurgija praha"
PREDRAG ĆIRIĆ PR INŽENJERSKE DELATNOSTI I TEHNIČKO SAVETOVANJE PEKOM INŽENJERING NIŠ;PREDRAG ĆIRIĆ PR INŽENJERSKE DELATNOSTI I TEHNIČKO SAVETOVANJE PEKOM INŽENJERING NIŠ;Gočka 10;18118 Hum;Grad Niš;65534274;111606110;Preduzetnik;21.8.2019.;Inženjerske delatnosti i tehničko savetovanje
AIKIVA MACHINES DOO BEOGRAD-BORČA;AIKIVA MACHINES DOO;BORČANSKIH ŽRTAVA 1914 88;11211 Borča;Grad Beograd;21296864;110096504;Društvo sa ograničenom odgovornošću;14.6.2017.;Proizvodnja ostalih mašina i aparata opšte namene
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU PROMEK, VELIKA PLANA;PROMEK DOO VELIKA PLANA;ORAŠKA 60;11320 VELIKA PLANA;Podunavski;20040815;103922898;Društvo sa ograničenom odgovornošću;10.5.2005.;Mašinska obrada metala
PWO SEE d.o.o. Beograd;PWO SEE d.o.o. Beograd;KRUNSKA 73;11104 Beograd (Vračar);Grad Beograd;21851124;113351659;Društvo sa ograničenom odgovornošću;2.11.2022.;Proizvodnja ostalih delova i dodatne opreme za motorna vozila
PROIZVODNO TRGOVINSKO PREDUZEĆE DOO ALBATROS MM, ŠID;PTP ALBATROS MM DOO ŠID, CARA DUŠANA 58;CARA DUŠANA 58;22240 Šid;Sremski;08331928;102096754;Društvo sa ograničenom odgovornošću;22.7.1992.;Gajenje žita (osim pirinča), leguminoza i uljarica
ALBATROS-INTERNATIONAL DOO ZA PROIZVODNJU,TRGOVINU I USLUGE VETERNIK;ALBATROS-INTERNATIONAL DOO VETERNIK;DRAGOSLAVA SREJOVIĆA 12;21203 Veternik;Južno-Bački;08697906;100716939;Društvo sa ograničenom odgovornošću;20.2.2000.;Proizvodnja ostalih proizvoda od papira i kartona
PRIVREDNO DRUŠTVO ZA TRANSPORT PROMET I USLUGE ALBATROS TRADE DOO, POLJNA;ALBATROS TRADE DOO POLJNA, TRSTENIK;Poljna bb;37246 MILUTOVAC;Rasinski;06358489;101923483;Društvo sa ograničenom odgovornošću;14.11.1992.;Drumski prevoz tereta
PRIVREDNO DRUŠTVO ZA TRANSPORT PROMET I USLUGE ALBATROS 2005 DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU STRAGARI;ALBATROS 2005 DOO;STRAGARI;37245 VELIKA DRENOVA;Rasinski;21275204;109959290;Društvo sa ograničenom odgovornošću;22.3.2017.;Drumski prevoz tereta
ALBATROS ZDRAVSTVENA USTANOVA APOTEKA;ALBATROS ZDRAVSTVENA USTANOVA APOTEKA;DR. IVANA RIBARA 91E;11070 NOVI BEOGRAD;Grad Beograd;17602845;103870376;Not Found;2.6.2005.;Trgovina na malo farmaceutskim proizvodima u specijalizovanim prodavnicama – apotekama
ALBATROS LOGISTICS DOO BEOGRAD-NOVI BEOGRAD;ALBATROS LOGISTICS DOO;BULEVAR ARSENIJA ČARNOJEVIĆA 106;11070 NOVI BEOGRAD;Grad Beograd;21664901;112396229;Društvo sa ograničenom odgovornošću;16.3.2021.;Drumski prevoz tereta
ALBATROS SPORT DOO VETERNIK;ALBATROS SPORT DOO VETERNIK;DRAGOSLAVA SREJOVIĆA 12;21203 Veternik;Južno-Bački;21007463;108477335;Društvo sa ograničenom odgovornošću;2.4.2014.;Delatnost sportskih objekata
ALEKSANDAR VUKOTIĆ PR TRGOVINA NA VELIKO I AUTOPREVOZNIK ALBATROS 84 UŽICE;ALEKSANDAR VUKOTIĆ PR TRGOVINA NA VELIKO I AUTOPREVOZNIK ALBATROS 84 UŽICE;Zlatiborska 23;31000 Užice;Zlatiborski;65914620;112158538;Preduzetnik;29.9.2020.;Nespecijalizovana trgovina na veliko
ALBATROS PLUS DRUŠTVO ZA IZDAVAČKU DELATNOST DOO BEOGRAD (VOŽDOVAC);ALBATROS PLUS DOO BEOGRAD;USTANIČKA 25/II;11010 BEOGRAD-VOŽDOVAC;Grad Beograd;20478381;105879143;Društvo sa ograničenom odgovornošću;20.11.2008.;Izdavanje knjiga
ALBATROS NS-94 DOO NOVI SAD;ALBATROS NS-94 DOO NOVI SAD;Bulevar Kralja Petra Prvog 13;21000 Novi Sad;Južno-Bački;21523623;111694318;Društvo sa ograničenom odgovornošću;15.10.2019.;Fotokopiranje, pripremanje dokumenata i druga specijalizovana kancelarijska podrška
GALEB METAL PACK DOO ŠABAC;GALEB METAL PACK DOO ŠABAC;POCERSKA 111;15000 ŠABAC;Mačvanski;20594209;106404295;Društvo sa ograničenom odgovornošću;15.12.2009.;Proizvodnja čeličnih buradi i slične ambalaže
PREDUZEĆE ZA PROIZVODNJU,TRGOVINU I USLUGE GALEB GROUP DOO BEOGRAD-ZEMUN;GALEB GROUP DOO BEOGRAD;Batajnički put 23;11080 ZEMUN;Grad Beograd;07359144;101896655;Društvo sa ograničenom odgovornošću;31.3.1989.;Proizvodnja kancelarijskih mašina i opreme, osim računara i računarske opreme
GALEB ELECTRONICS DOO ŠABAC;GALEB ELECTRONICS DOO ŠABAC;POCERSKA 111;15000 ŠABAC;Mačvanski;21024040;108561448;Društvo sa ograničenom odgovornošću;12.6.2014.;Usluge sistema obezbeđenja
PRIVREDNO DRUŠTVO ZA TRGOVINU I USLUGE GALEB TES D.O.O. ŠABAC;GALEB TES D.O.O. ŠABAC;POCERSKA 111;15000 ŠABAC;Mačvanski;21159832;109312729;Društvo sa ograničenom odgovornošću;24.12.2015.;Proizvodnja metalnih konstrukcija i delova konstrukcija
Galeb Signalizacija d.o.o. Šabac;Galeb Signalizacija d.o.o. Šabac;POCERSKA 111;15000 ŠABAC;Mačvanski;20841982;107638599;Društvo sa ograničenom odgovornošću;3.7.2012.;Proizvodnja ostale električne opreme
PRIVREDNO DRUŠTVO ZA TRGOVINU I USLUGE GALEB SYSTEM D.O.O. ŠABAC;GALEB SYSTEM D.O.O. ŠABAC;POCERSKA 111;15000 ŠABAC;Mačvanski;20137738;104478592;Društvo sa ograničenom odgovornošću;13.7.2005.;Proizvodnja kancelarijskih mašina i opreme, osim računara i računarske opreme
METALOPRERAĐIVAČKO PREDUZEĆE GALEB-METALOPLASTIKA AD, ŠABAC;GALEB-METALOPLASTIKA AD ŠABAC;POCERSKA 111;15000 ŠABAC;Mačvanski;07116284;100109493;Akcionarsko društvo;6.7.1998.;Proizvodnja čeličnih buradi i slične ambalaže
PREDUZEĆE ZA GRAFIČKU, IZDAVAČKU I TRGOVINSKU DELATNOST GRAFIKA GALEB DOO, NIŠ;GRAFIKA GALEB DOO;Matejevački put 13;18000 NIŠ;Grad Niš;07704461;100335981;Društvo sa ograničenom odgovornošću;15.12.1991.;Ostalo štampanje
PROIZVODNO DRUŠTVO ZA PROIZVODNJU, USLUGE I TRGOVINU NA VELIKO I MALO GALEB OD VRANJE;GALEB OD VRANJE;PETRA KOČIĆA 35;17500 Vranje;Pčinjski;17261959;100548657;Drugo;15.10.1999.;Proizvodnja hleba, svežeg peciva i kolača
DRUŠTVO ZA TRGOVINU I USLUGE GALEB PEN DOO BEOGRAD (ČUKARICA);GALEB PEN DOO;ILIJE STOJADINOVIĆA 79;11030 BEOGRAD-ČUKARICA;Grad Beograd;20013087;103746039;Društvo sa ograničenom odgovornošću;21.2.2005.;Trgovina na veliko ostalim proizvodima za domaćinstvo
EM PROJECT 89 DOO NOVO SELO;EM PROJECT 89 DOO;REKA 40;36216 Novo Selo;Raški;21745944;112818812;Društvo sa ograničenom odgovornošću;20.12.2021.;Mašinska obrada metala
TAKO JE DOO KNJAŽEVAC - U LIKVIDACIJI;TAKO JE DOO - U LIKVIDACIJI;SPASOJA MILKIĆA BB;19350 KNJAŽEVAC;Zaječarski;21240109;109772213;Društvo sa ograničenom odgovornošću;3.11.2016.;Proizvodnja obuće
JE-TA DOO ZA PROIZVODNJU,TRGOVINU NA VELIKO I MALO I INŽENJERING, NOVI SAD;JE-TA DOO NOVI SAD;PATRIJARHA ČARNOJEVIĆA 32A;21000 Novi Sad;Južno-Bački;08283800;101649722;Društvo sa ograničenom odgovornošću;15.2.1992.;Proizvodnja začina i drugih dodataka hrani
MIROSLAV IGNJATOVIĆ PR POSTAVLJANJE PODNIH I ZIDNIH OBLOGA JE&ZO, STARA PAZOVA;MIROSLAV IGNJATOVIĆ PR POSTAVLJANJE PODNIH I ZIDNIH OBLOGA JE&ZO, STARA PAZOVA;SVETOZARA MARKOVIĆA 80;22300 Stara Pazova;Sremski;62703571;107379926;Preduzetnik;16.12.2011.;Postavljanje podnih i zidnih obloga
ŽIVOT JE LEP MD doo Beograd-Savski venac;ŽIVOT JE LEP MD doo;Resavska 80;11000 BEOGRAD;Grad Beograd;21118486;109050087;Društvo sa ograničenom odgovornošću;2.7.2015.;Ostala trgovina na malo novim proizvodima u specijalizovanim prodavnicama
SRĐAN OBRADOVIĆ PR MENJAČNJICA LAV JE LAV JAGODINA;LAV JE LAV;LOLE RIBARA 5;35000 JAGODINA;Pomoravski;63757403;108864960;Preduzetnik;18.2.2015.;Brokerski poslovi s hartijama od vrednosti i berzanskom robom
JE & STE CAD/CAM DOO KUPINOVO;JE & STE CAD/CAM DOO KUPINOVO;Oračka 77;22419 Kupinovo;Sremski;20180331;104516480;Društvo sa ograničenom odgovornošću;20.6.2006.;Mašinska obrada metala
ALEKSANDAR DOBRIJEVIĆ PR, SUR KAFANA TAKO JE SUĐENO, NOVI SAD;KAFANA TAKO JE SUĐENO;RIBNJAK, GORNJI PUT 15;21000 Novi Sad;Južno-Bački;62309318;106836368;Preduzetnik;12.11.2010.;Delatnosti restorana i pokretnih ugostiteljskih objekta
PRIVREDNO DRUŠTVO KAKO JE DOBRO D.O.O. BEOGRAD-STARI GRAD;KAKO JE DOBRO D.O.O.;ZETSKA 2;11000 BEOGRAD;Grad Beograd;21099171;108949971;Društvo sa ograničenom odgovornošću;17.4.2015.;Usluge pripremanja i posluživanja pića
Privredno društvo za proizvodnju trgovinu na malo i veliko i usluge ...ššš dovoljno je da vidiš d.o.o. Beograd-Zemun;...ššš dovoljno je da vidiš d.o.o. Beograd-Zemun;Mića Radakovića 2 J;11080 ZEMUN;Grad Beograd;21213632;109629188;Društvo sa ograničenom odgovornošću;22.7.2016.;Ostala trgovina na malo novim proizvodima u specijalizovanim prodavnicama
HONGDA JE PR TRGOVINA NA MALO ODEĆOM U SPECIJALIZOVANIM PRODAVNICAMA TR JIA LE ČANTAVIR;HONGDA JE PR TRGOVINA NA MALO ODEĆOM U SPECIJALIZOVANIM PRODAVNICAMA TR JIA LE ČANTAVIR;JOŽEFA ATILE 1;24220 ČANTAVIR;Severno-Bački;62940506;107719204;Preduzetnik;7.9.2012.;Trgovina na malo odećom u specijalizovanim prodavnicama
LMB EUROPA D.O.O. NIŠ;LMB EUROPA D.O.O.;Bulevar Nikole Tesle bb;18000 NIŠ;Grad Niš;20882069;107846389;Društvo sa ograničenom odgovornošću;7.12.2012.;Inženjerske delatnosti i tehničko savetovanje
GAMA CONSULTING DOO PROKUPLJE;GAMA CONSULTING DOO PROKUPLJE;VASILIJE ĐUROVIĆ ŽARKI 56;18400 PROKUPLJE;Toplički;20629924;106553950;Društvo sa ograničenom odgovornošću;31.3.2010.;Proizvodnja metalnih konstrukcija i delova konstrukcija
G.A.M.A CONSULTING DOO PRIJEPOLJE;G.A.M.A CONSULTING;MILOJKA ĆURIĆA 29;31300 PRIJEPOLJE;Zlatiborski;20559560;106229866;Društvo sa ograničenom odgovornošću;31.7.2009.;Ostale pomoćne delatnosti u pružanju finansijskih usluga, osim osiguranja i penzijskih fondova
IBC TECHNOLOGIES DOO BEOGRAD-NOVI BEOGRAD;IBC TECHNOLOGIES DOO;Autoput Za Zagreb 18;11077 BEOGRAD;Grad Beograd;20855240;107702852;Društvo sa ograničenom odgovornošću;27.8.2012.;Proizvodnja metalnih konstrukcija i delova konstrukcija
SAMOSTALNA ZANATSKO USLUŽNO TRGOVINSKA RADNJA STOJANOVIĆ SINIŠA STOJANOVIĆ PR PIROT, GNJILAN, GNJILAN;STOJANOVIĆ;Nikole Pašića BB;18300 PIROT;Pirotski;56229701;103304015;Preduzetnik;15.4.2004.;Mašinska obrada metala
PRIVREDNO DRUŠTVO ZA PROMET ROBE I USLUGE I UVOZ-IZVOZ PROMET NA VELIKO I MALO I SPOLJNU TRGOVINU MEHANIKA-FIVES DOO, ALEKSINAČKI RUDNIK;MEHANIKA-FIVES DOO ALEKSINAČKI RUDNIK, OZRENSKA 1;OZRENSKA 1;18226 ALEKSINAČKI  RUDNIK;Nišavski;20724480;107012983;Društvo sa ograničenom odgovornošću;30.3.2011.;Proizvodnja mašina za rudnike, kamenolome i građevinarstvo
SAMOSTALNA TRGOVINSKA RADNJA SAJAN ZOMBORI LASLO PR, SAJAN;SAJAN;UGAO ULICE VELIKA 90 I ADI ENDRE 1;23324 Sajan;Severno-Banatski;55726639;102316847;Preduzetnik;3.1.2003.;Trgovina na malo u nespecijalizovanim prodavnicama, pretežno hranom, pićima i duvanom
EVA ZOMBORI PREDUZETNIK AGENCIJA ZA NEKRETNINE TERRA INGATLANKOZVETITO UGYNOKSEG ADA;EVA ZOMBORI PREDUZETNIK AGENCIJA ZA NEKRETNINE TERRA INGATLANKOZVETITO UGYNOKSEG ADA;Marka Miljanova 26;24430 Ada;Severno-Banatski;63150100;108014505;Preduzetnik;5.4.2013.;Delatnost agencija za nekretnine
IŠTVAN ZOMBORI PR OSTALA TRGOVINA IZVAN PRODAVNICA TEZGI I PIJACA ZRENJANIN;IŠTVAN ZOMBORI PR OSTALA TRGOVINA IZVAN PRODAVNICA TEZGI I PIJACA ZRENJANIN;DOSITEJA OBRADOVIĆA 13;23000 Zrenjanin;Srednje-Banatski;64501895;109895867;Preduzetnik;8.2.2017.;Ostala trgovina na malo izvan prodavnica, tezgi i pijaca
MARTIN ZOMBORI PR KOVANJE PRESOVANJE ŠTANCOVANJE I VALJANJE METALA MZ METALMONT MOKRIN;MARTIN ZOMBORI PR KOVANJE PRESOVANJE ŠTANCOVANJE I VALJANJE METALA MZ METALMONT MOKRIN;RADE TRNIĆA 35;23305 Mokrin;Severno-Banatski;64688871;110154142;Preduzetnik;26.7.2017.;"Kovanje, presovanje, štancovanje i valjanje metala; metalurgija praha"
ZOLTAN ZOMBORI PREDUZETNIK CNC OBRADA METALA Z METAL ADA;ZOLTAN ZOMBORI PREDUZETNIK Z METAL;DOŠA ANDRAŠA 11;24430 Ada;Severno-Banatski;66817628;113426743;Preduzetnik;8.12.2022.;Mašinska obrada metala
PRIVREDNO DRUŠTVO ZA PROIZVODNJU VIJČANIH PROIZVODA TEN FINGERS DOO, NOVA PAZOVA;TEN FINGERS DOO NOVA PAZOVA;HILANDARSKA 14;22330 Nova Pazova;Sremski;08356220;100533547;Društvo sa ograničenom odgovornošću;23.2.1998.;Proizvodnja veznih elemenata i vijčanih mašinskih proizvoda
NIKOLA LEHOCKI PR DIZAJN STUDIO TEN FINGERS BEOGRAD-NOVI BEOGRAD;NIKOLA LEHOCKI PR TEN FINGERS;JURIJA GAGARINA 77;11070 NOVI BEOGRAD;Grad Beograd;63145955;108005952;Preduzetnik;2.4.2013.;Specijalizovane dizajnerske delatnosti
Mechatronics Unmanned Systems & Technology Solutions d.o.o. Beograd-Palilula;Mechatronics Unmanned Systems & Technology Solutions d.o.o. Beograd-Palilula;PANČEVAČKI PUT 36B;11210 BEOGRAD;Grad Beograd;21469203;111361411;Društvo sa ograničenom odgovornošću;1.4.2019.;Istraživanje i razvoj u ostalim prirodnim i tehničko-tehnološkim naukama
AMM MANUFACTURING DOO LUŽNICE;AMM MANUFACTURING DOO;Aleja Milanović bb;34325 LUŽNICE;Šumadijski;21341177;110351317;Društvo sa ograničenom odgovornošću;29.11.2017.;Mašinska obrada metala
LEIKAUF METALLBEARBEITUNG DOO BAČKO PETROVO SELO;LEIKAUF METALLBEARBEITUNG DOO;PATRIJARHA VIĆENTIJA PRODANOVA 71;21226 Bačko Petrovo Selo;Južno-Bački;21306584;110149237;Društvo sa ograničenom odgovornošću;21.7.2017.;Mašinska obrada metala
BSK DOO, OBRENOVAC;BSK DOO OBRENOVAC;Save Kovačevića 27;11500 OBRENOVAC;Grad Beograd;20479817;105870734;Društvo sa ograničenom odgovornošću;25.11.2008.;Proizvodnja mašina za poljoprivredu i šumarstvo
DRUŠTVO ZA PROJEKTOVANJE I PROIZVODNJU ALATNIH MAŠINA AGENA TECHNOLOGY DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ŠIMANOVCI;AGENA TECHNOLOGY DOO ŠIMANOVCI;DOSITEJEVA 31;22310 Šimanovci;Sremski;20040220;103878789;Društvo sa ograničenom odgovornošću;12.5.2005.;Proizvodnja mašina za obradu metala
TOMO ARSENIJEVIĆ PR MAŠINSKA OBRADA METALA MAŠINSKI CENTAR ARSENIJEVIĆ ČAČAK;TOMO ARSENIJEVIĆ PR MAŠINSKI CENTAR ARSENIJEVIĆ;Ulica 10 5;32000 Čačak;Moravički;64092405;109322193;Preduzetnik;4.1.2016.;Mašinska obrada metala
MIREN DOO ZA PROIZVODNJU, TRGOVINU I USLUGE, EXPORT-IMPORT SUBOTICA;MIREN DOO SUBOTICA;VIŠNJIČKA 2;24000 Subotica;Severno-Bački;08635536;100846435;Društvo sa ograničenom odgovornošću;21.5.1996.;Proizvodnja ambalaže od lakih metala
